"","Date","Category","Credit","Debit"
"559","10/03/2022","Dining/",NA,-5
"560","09/29/2022","",NA,-3
"561","09/29/2022","",NA,-63
"562","09/28/2022","",NA,-10.54
"563","09/28/2022","",491.99,NA
"564","09/27/2022","",NA,-7.68
"565","09/27/2022","",NA,-44.63
"566","09/27/2022","",NA,-42.08
"567","09/26/2022","",NA,-4.1
"568","09/26/2022","",NA,-3.04
"569","09/26/2022","",NA,-11.12
"570","09/26/2022","",NA,-47.67
"571","09/26/2022","",NA,-2.5
"572","09/23/2022","",NA,-2.5
"573","09/22/2022","",NA,-5.78
"574","09/20/2022","",NA,-104
"575","09/20/2022","",NA,-9.43
"576","09/20/2022","",NA,-30.98
"577","09/19/2022","",NA,-35.94
"578","09/19/2022","",NA,-13.73
"579","09/16/2022","",NA,-16.03
"580","09/16/2022","",NA,-90.16
"581","09/15/2022","",NA,-5.08
"582","09/15/2022","",NA,-18.81
"583","09/15/2022","",NA,-40.61
"584","09/14/2022","",NA,-26.38
"585","09/14/2022","",NA,-8.25
"586","09/14/2022","",226.26,NA
"587","09/13/2022","",NA,-7.5
"588","09/12/2022","",NA,-0.42
"589","09/12/2022","",NA,-15.77
"590","09/12/2022","",NA,-38.76
"591","09/12/2022","",NA,-13.99
"592","09/12/2022","",NA,-6
"593","09/12/2022","",NA,-11
"594","09/09/2022","",NA,-26.17
"595","09/08/2022","",NA,-26.44
"596","09/08/2022","",NA,-52.84
"597","09/07/2022","",NA,-639.6
"598","09/07/2022","",NA,-5.62
"599","09/06/2022","",NA,-50
"600","09/06/2022","",NA,-7.04
"601","09/06/2022","",NA,-5.25
"602","09/06/2022","",NA,-5.29
"603","09/06/2022","",NA,-2.39
"604","09/02/2022","",NA,-10.54
"605","09/01/2022","",NA,-1.05
"606","09/01/2022","",NA,-13.85
"607","08/31/2022","",NA,-33.85
"608","08/31/2022","",NA,-29.68
"609","08/31/2022","",926.14,NA
"610","08/30/2022","",NA,-12.78
"611","08/30/2022","",NA,-20.31
"612","08/29/2022","",NA,-10.54
"613","08/29/2022","",NA,-7.58
"614","08/29/2022","",NA,-44.29
"615","08/29/2022","",NA,-5.26
"616","08/29/2022","",NA,-15.36
"617","08/26/2022","",NA,-31.64
"618","08/26/2022","",NA,-127.3
"619","08/26/2022","",NA,-8.25
"620","08/25/2022","",NA,-4.5
"621","08/25/2022","",1000,NA
"622","08/24/2022","",NA,-3.04
"623","08/24/2022","",NA,-5.25
"624","08/23/2022","",NA,-21.78
"625","08/23/2022","",NA,-1.85
"626","08/23/2022","",NA,-36.3
"627","08/23/2022","",NA,-8.25
"628","08/23/2022","",NA,-24.24
"629","08/22/2022","",NA,-0.58
"630","08/22/2022","",NA,-19.27
"631","08/22/2022","",NA,-100
"632","08/22/2022","",NA,-29.52
"633","08/22/2022","",NA,-140
"634","08/22/2022","",NA,-5.25
"635","08/19/2022","",NA,-5.25
"636","08/18/2022","",NA,-121
"637","08/18/2022","",NA,-6
"638","08/17/2022","",NA,-27.28
"639","08/17/2022","",NA,-6
"640","08/17/2022","",NA,-5.25
"641","08/17/2022","",498.1,NA
"642","08/16/2022","",NA,-8.25
"643","08/16/2022","",NA,-27.75
"644","08/15/2022","",NA,-26.48
"645","08/12/2022","",NA,-52.15
"646","08/12/2022","",NA,-15.77
"647","08/11/2022","",NA,-26.11
"648","08/11/2022","",NA,-6
"649","08/10/2022","",NA,-7.5
"650","08/09/2022","",NA,-8.25
"651","08/08/2022","",NA,-5.78
"652","08/08/2022","",NA,-68.7
"653","08/08/2022","",NA,-5.57
"654","08/08/2022","",NA,-8.25
"655","08/03/2022","",337.74,NA
"656","08/02/2022","",NA,-10.54
"657","08/02/2022","",NA,-2.67
"658","08/02/2022","",NA,-2.97
"659","08/02/2022","",NA,-11
"660","08/02/2022","",NA,-6.36
"661","08/01/2022","",NA,-1.05
"662","08/01/2022","",NA,-3.19
"663","08/01/2022","",NA,-4.75
"664","08/01/2022","",NA,-3.75
"665","07/29/2022","",NA,-4.9
"666","07/29/2022","",NA,-15
"667","07/28/2022","",NA,-10.54
"668","07/28/2022","",NA,-15.59
"669","07/28/2022","",NA,-30.74
"670","07/28/2022","",NA,-40.95
"671","07/27/2022","",NA,-2.95
"672","07/27/2022","",NA,-5.26
"673","07/27/2022","",NA,-3.3
"674","07/27/2022","",NA,-17.43
"675","07/27/2022","",NA,-7.7
"676","07/27/2022","",NA,-6.29
"677","07/27/2022","",NA,-4.92
"678","07/26/2022","",NA,-7.71
"679","07/26/2022","",NA,-18.85
"680","07/26/2022","",NA,-11.05
"681","07/26/2022","",NA,-14.03
"682","07/25/2022","",NA,-7.5
"683","07/25/2022","",NA,-26.84
"684","07/22/2022","",NA,-4.12
"685","07/22/2022","",100,NA
"686","07/21/2022","",NA,-50
"687","07/21/2022","",NA,-2.09
"688","07/21/2022","",NA,-4.5
"689","07/20/2022","",NA,-30
"690","07/20/2022","",NA,-44.58
"691","07/20/2022","",NA,-5.62
"692","07/20/2022","",425.7,NA
"693","07/19/2022","",NA,-289.51
"694","07/19/2022","",NA,-3.76
"695","07/18/2022","",NA,-23.67
"696","07/18/2022","",NA,-2.64
"697","07/18/2022","",NA,-8.25
"698","07/13/2022","",NA,-8.25
"699","07/13/2022","",NA,-8.69
"700","07/13/2022","",NA,-100.21
"701","07/13/2022","",NA,-65.33
"702","07/12/2022","",NA,-14.57
"703","07/12/2022","",NA,-3
"704","07/12/2022","",NA,-22
"705","07/12/2022","",NA,-8.61
"706","07/12/2022","",NA,-7
"707","07/12/2022","",NA,-15.77
"708","07/12/2022","",NA,-51.76
"709","07/12/2022","",75,NA
"710","07/11/2022","",NA,-0.6
"711","07/11/2022","",NA,-0.25
"712","07/11/2022","",NA,-8.43
"713","07/11/2022","",NA,-17
"714","07/11/2022","",NA,-2.31
"715","07/11/2022","",NA,-19.99
"716","07/11/2022","",NA,-125
"717","07/11/2022","",NA,-3.56
"718","07/08/2022","",NA,-18.8
"719","07/08/2022","",NA,-9.75
"720","07/07/2022","",NA,-42.17
"721","07/07/2022","",NA,-94.75
"722","07/07/2022","",NA,-1.5
"723","07/07/2022","",NA,-7.12
"724","07/06/2022","",NA,-50
"725","07/06/2022","",NA,-37
"726","07/06/2022","",729.85,NA
"727","07/05/2022","",NA,-75
"728","07/05/2022","",NA,-10.54
"729","07/05/2022","",NA,-26.89
"730","07/05/2022","",NA,-6.99
"731","07/05/2022","",NA,-6.99
"732","07/05/2022","",NA,-25.42
"733","07/05/2022","",NA,-11.88
"734","07/05/2022","",NA,-7.85
"735","07/01/2022","",NA,-1.05
"736","07/01/2022","",NA,-3.75
"737","07/01/2022","",NA,-286.88
"738","07/01/2022","",NA,-8.18
"739","06/29/2022","",NA,-10.54
"740","06/29/2022","",NA,-3.05
"741","06/29/2022","",NA,-5.25
"742","06/28/2022","",NA,-5.46
"743","06/28/2022","",NA,-9
"744","06/27/2022","",NA,-6.32
"745","06/27/2022","",NA,-5.26
"746","06/27/2022","",NA,-36.33
"747","06/27/2022","",NA,-46.49
"748","06/27/2022","",NA,-9.75
"749","06/27/2022","",NA,-85.53
"750","06/24/2022","",NA,-4.52
"751","06/24/2022","",NA,-7.5
"752","06/23/2022","",NA,-9.75
"753","06/22/2022","",NA,-50
"754","06/22/2022","",NA,-6.14
"755","06/22/2022","",NA,-9.75
"756","06/22/2022","",625.18,NA
"757","06/21/2022","",NA,-15.81
"758","06/21/2022","",NA,-14.76
"759","06/21/2022","",120,NA
"760","06/17/2022","",NA,-11.99
"761","06/17/2022","",NA,-8.25
"762","06/16/2022","",NA,-1.5
"763","06/16/2022","",NA,-7.5
"764","06/16/2022","",NA,-65.48
"765","06/16/2022","",NA,-40.13
"766","06/15/2022","",NA,-31
"767","06/15/2022","",NA,-37.91
"768","06/14/2022","",NA,-2.42
"769","06/14/2022","",NA,-9
"770","06/13/2022","",NA,-50
"771","06/13/2022","",NA,-21.42
"772","06/13/2022","",NA,-12.12
"773","06/13/2022","",NA,-15.77
"774","06/13/2022","",NA,-10.54
"775","06/13/2022","",NA,-10
"776","06/10/2022","",NA,-8.25
"777","06/09/2022","",NA,-13.15
"778","06/09/2022","",NA,-8.25
"779","06/08/2022","",NA,-5.02
"780","06/08/2022","",785.31,NA
"781","06/07/2022","",NA,-8.25
"782","06/06/2022","",NA,-1.08
"783","06/06/2022","",NA,-36.1
"784","06/06/2022","",NA,-5.62
"785","06/03/2022","",NA,-38
"786","06/03/2022","",NA,-7
"787","06/03/2022","",NA,-8.25
"788","06/03/2022","",50,NA
"789","06/02/2022","",NA,-10.54
"790","06/02/2022","",NA,-1.5
"791","06/02/2022","",NA,-8.25
"792","06/01/2022","",NA,-1.05
"793","06/01/2022","",NA,-7.87
"794","05/31/2022","",NA,-10.54
"795","05/31/2022","",NA,-61.8
"796","05/31/2022","",NA,-52.42
"797","05/31/2022","",NA,-11.45
"798","05/31/2022","",NA,-7.82
"799","05/31/2022","",NA,-39.45
"800","05/31/2022","",NA,-16.53
"801","05/31/2022","",NA,-16.6
"802","05/31/2022","",NA,-30
"803","05/31/2022","",NA,-12.74
"804","05/31/2022","",NA,-13.57
"805","05/31/2022","",NA,-15.37
"806","05/31/2022","",57,NA
"807","05/27/2022","",NA,-5.26
"808","05/27/2022","",NA,-67.62
"809","05/26/2022","",NA,-3.58
"810","05/26/2022","",NA,-21.09
"811","05/25/2022","",NA,-99
"812","05/25/2022","",NA,-24.13
"813","05/25/2022","",NA,-8.25
"814","05/25/2022","",342.38,NA
"815","05/24/2022","",NA,-11.58
"816","05/24/2022","",NA,-8.25
"817","05/23/2022","",NA,-35.19
"818","05/23/2022","",NA,-14
"819","05/23/2022","",NA,-15.15
"820","05/23/2022","",NA,-7.6
"821","05/23/2022","",NA,-32.69
"822","05/23/2022","",200,NA
"823","05/20/2022","",NA,-38.45
"824","05/20/2022","",NA,-3.05
"825","05/20/2022","",NA,-35.84
"826","05/19/2022","",NA,-8.25
"827","05/18/2022","",NA,-8.25
"828","05/18/2022","",NA,-50.05
"829","05/17/2022","",NA,-9.75
"830","05/16/2022","",NA,-8.95
"831","05/16/2022","",NA,-0.17
"832","05/16/2022","",NA,-8.5
"833","05/16/2022","",90,NA
"834","05/13/2022","",NA,-5.36
"835","05/12/2022","",NA,-3.2
"836","05/12/2022","",NA,-38.21
"837","05/12/2022","",NA,-45
"838","05/12/2022","",NA,-15.77
"839","05/11/2022","",NA,-8.5
"840","05/11/2022","",77.02,NA
"841","05/10/2022","",NA,-6.7
"842","05/06/2022","",NA,-0.79
"843","05/06/2022","",NA,-26.36
"844","05/05/2022","",NA,-0.28
"845","05/05/2022","",NA,-75
"846","05/05/2022","",NA,-9.48
"847","05/02/2022","",NA,-1.05
"848","05/02/2022","",NA,-10.54
"849","05/02/2022","",NA,-52.63
"850","05/02/2022","",NA,-37.1
"851","05/02/2022","",NA,-6
"852","05/02/2022","",NA,-8.4
"853","05/02/2022","",NA,-7
"854","05/02/2022","",NA,-11.49
"855","05/02/2022","",NA,-6
"856","05/02/2022","",NA,-7
"857","05/02/2022","",NA,-6.17
"858","04/29/2022","",NA,-10.54
"859","04/29/2022","",NA,-13
"860","04/28/2022","",NA,-20.89
"861","04/28/2022","",NA,-2.5
"862","04/27/2022","",NA,-5.26
"863","04/27/2022","",434.95,NA
"864","04/26/2022","",NA,-53.83
"865","04/25/2022","",NA,-0.36
"866","04/25/2022","",NA,-11.86
"867","04/25/2022","",NA,-29.16
"868","04/25/2022","",NA,-3.04
"869","04/25/2022","",NA,-33.74
"870","04/25/2022","",NA,-38.98
"871","04/25/2022","",NA,-10.12
"872","04/25/2022","",NA,-11
"873","04/22/2022","",NA,-47.81
"874","04/22/2022","",NA,-1.5
"875","04/22/2022","",150,NA
"876","04/21/2022","",NA,-0.75
"877","04/20/2022","",NA,-8.81
"878","04/20/2022","",NA,-43.03
"879","04/20/2022","",NA,-2.5
"880","04/18/2022","",NA,-5.38
"881","04/18/2022","",NA,-18
"882","04/18/2022","",NA,-9.19
"883","04/18/2022","",NA,-2.5
"884","04/18/2022","",NA,-2.5
"885","04/15/2022","",NA,-4.65
"886","04/14/2022","",NA,-10.5
"887","04/14/2022","",NA,-6.78
"888","04/14/2022","",NA,-43.88
"889","04/14/2022","",NA,-2.5
"890","04/13/2022","",NA,-5.47
"891","04/13/2022","",NA,-37.2
"892","04/13/2022","",NA,-2.5
"893","04/13/2022","",397.92,NA
"894","04/12/2022","",NA,-15.77
"895","04/11/2022","",NA,-5.58
"896","04/11/2022","",NA,-5
"897","04/11/2022","",NA,-7
"898","04/11/2022","",NA,-17.84
"899","04/11/2022","",24,NA
"900","04/08/2022","",NA,-47.81
"901","04/08/2022","",NA,-4.5
"902","04/07/2022","",NA,-47.26
"903","04/07/2022","",NA,-2.94
"904","04/07/2022","",NA,-43.37
"905","04/07/2022","",NA,-5.25
"906","04/06/2022","",NA,-21.1
"907","04/06/2022","",NA,-9.34
"908","04/06/2022","",NA,-58.04
"909","04/06/2022","",NA,-24.75
"910","04/05/2022","",NA,-16.95
"911","04/04/2022","",NA,-10.54
"912","04/04/2022","",NA,-1.29
"913","04/04/2022","",NA,-3.68
"914","04/04/2022","",NA,-32.39
"915","04/04/2022","",NA,-1.05
"916","04/04/2022","",NA,-29.54
"917","04/04/2022","",NA,-7.5
"918","04/01/2022","",NA,-4.87
"919","03/31/2022","",NA,-22.13
"920","03/31/2022","",NA,-3.82
"921","03/31/2022","",NA,-47.94
"922","03/31/2022","",NA,-5.25
"923","03/30/2022","",NA,-8.81
"924","03/30/2022","",NA,-59.7
"925","03/30/2022","",NA,-2.49
"926","03/30/2022","",461.17,NA
"927","03/29/2022","",NA,-10.54
"928","03/28/2022","",NA,-5.3
"929","03/28/2022","",NA,-15.41
"930","03/28/2022","",NA,-32.91
"931","03/28/2022","",NA,-9.75
"932","03/28/2022","",NA,-26.4
"933","03/28/2022","",NA,-10
"934","03/28/2022","",NA,-10.5
"935","03/28/2022","",NA,-11.93
"936","03/28/2022","",NA,-21.62
"937","03/28/2022","",NA,-24.12
"938","03/28/2022","",NA,-44.4
"939","03/28/2022","",NA,-42.17
"940","03/28/2022","",NA,-58.07
"941","03/28/2022","",46,NA
"942","03/25/2022","",NA,-47.81
"943","03/25/2022","",NA,-7.5
"944","03/24/2022","",NA,-5.23
"945","03/24/2022","",NA,-4.5
"946","03/24/2022","",400,NA
"947","03/23/2022","",NA,-13.7
"948","03/23/2022","",NA,-25.87
"949","03/23/2022","",NA,-426.35
"950","03/23/2022","",NA,-9.31
"951","03/23/2022","",NA,-41.44
"952","03/22/2022","",NA,-13.88
"953","03/22/2022","",NA,-6.43
"954","03/22/2022","",NA,-5.98
"955","03/21/2022","",NA,-3.15
"956","03/21/2022","",NA,-1.04
"957","03/21/2022","",NA,-11
"958","03/21/2022","",NA,-5.78
"959","03/21/2022","",NA,-14.72
"960","03/21/2022","",NA,-7
"961","03/21/2022","",NA,-45.61
"962","03/18/2022","",NA,-36
"963","03/18/2022","",NA,-10
"964","03/18/2022","",NA,-9.75
"965","03/18/2022","",NA,-11
"966","03/17/2022","",NA,-20
"967","03/17/2022","",NA,-5.57
"968","03/17/2022","",NA,-5.25
"969","03/16/2022","",NA,-2.94
"970","03/16/2022","",NA,-8.91
"971","03/16/2022","",NA,-50.37
"972","03/16/2022","",NA,-10
"973","03/16/2022","",NA,-2.6
"974","03/16/2022","",592.51,NA
"975","03/15/2022","",NA,-7.58
"976","03/14/2022","",NA,-34.74
"977","03/14/2022","",NA,-1.66
"978","03/14/2022","",NA,-30.02
"979","03/14/2022","",NA,-17
"980","03/14/2022","",NA,-26.9
"981","03/14/2022","",NA,-15.77
"982","03/14/2022","",NA,-51.22
"983","03/11/2022","",NA,-5.62
"984","03/10/2022","",NA,-47.82
"985","03/10/2022","",NA,-5.57
"986","03/10/2022","",NA,-5.25
"987","03/09/2022","",NA,-9.67
"988","03/09/2022","",NA,-10.6
"989","03/09/2022","",NA,-46.91
"990","03/08/2022","",NA,-12
"991","03/07/2022","",NA,-1.99
"992","03/07/2022","",NA,-6.31
"993","03/07/2022","",NA,-38.22
"994","03/07/2022","",NA,-3.5
"995","03/07/2022","",NA,-6.1
"996","03/04/2022","",NA,-26.32
"997","03/04/2022","",NA,-14.75
"998","03/04/2022","",NA,-40.03
"999","03/04/2022","",NA,-5.25
"1000","03/04/2022","",30,NA
"1001","03/04/2022","",250,NA
"1002","03/03/2022","",NA,-50
"1003","03/03/2022","",NA,-64.25
"1004","03/03/2022","",NA,-13.48
"1005","03/03/2022","",NA,-1.5
"1006","03/03/2022","",125,NA
"1007","03/02/2022","",NA,-1.05
"1008","03/02/2022","",NA,-10.54
"1009","03/02/2022","",NA,-3.37
"1010","03/02/2022","",268.34,NA
"1011","03/01/2022","",NA,-10.54
"1012","03/01/2022","",NA,-6.48
"1013","03/01/2022","",NA,-48.62
"1014","02/28/2022","",NA,-1.27
"1015","02/28/2022","",NA,-42.19
"1016","02/28/2022","",NA,-21.08
"1017","02/28/2022","",NA,-12
"1018","02/28/2022","",NA,-4.99
"1019","02/25/2022","",NA,-4.21
"1020","02/24/2022","",NA,-17
"1021","02/24/2022","",NA,-21.46
"1022","02/23/2022","",NA,-30.78
"1023","02/22/2022","",NA,-2.63
"1024","02/22/2022","",NA,-41.9
"1025","02/18/2022","",NA,-6.68
"1026","02/18/2022","",NA,-43.41
"1027","02/18/2022","",NA,-50.5
"1028","02/18/2022","",NA,-7.12
"1029","02/17/2022","",NA,-5.93
"1030","02/17/2022","",NA,-5.25
"1031","02/17/2022","",NA,-5.78
"1032","02/17/2022","",NA,-55.21
"1033","02/16/2022","",457.06,NA
"1034","02/15/2022","",NA,-45.14
"1035","02/15/2022","",NA,-3
"1036","02/14/2022","",NA,-27.37
"1037","02/14/2022","",NA,-3.58
"1038","02/14/2022","",NA,-10
"1039","02/14/2022","",NA,-4.99
"1040","02/14/2022","",NA,-41.33
"1041","02/14/2022","",NA,-15.77
"1042","02/14/2022","",NA,-48.2
"1043","02/14/2022","",NA,-10.98
"1044","02/14/2022","",NA,-41.53
"1045","02/11/2022","",NA,-40
"1046","02/11/2022","",NA,-5.62
"1047","02/11/2022","",NA,-11
"1048","02/11/2022","",300,NA
"1049","02/10/2022","",NA,-2.94
"1050","02/10/2022","",NA,-3.75
"1051","02/10/2022","",NA,-1
"1052","02/10/2022","",NA,-38.05
"1053","02/09/2022","",NA,-4.21
"1054","02/09/2022","",NA,-23.41
"1055","02/07/2022","",NA,-16.8
"1056","02/07/2022","",NA,-20.72
"1057","02/07/2022","",NA,-45.87
"1058","02/04/2022","",NA,-7.12
"1059","02/03/2022","",NA,-18.9
"1060","02/03/2022","",NA,-5.25
"1061","02/03/2022","",NA,-6.48
"1062","02/03/2022","",NA,-34.44
"1063","02/02/2022","",NA,-10.54
"1064","02/02/2022","",452.95,NA
"1065","02/01/2022","",NA,-1.05
"1066","02/01/2022","",40,NA
"1067","01/31/2022","",NA,-9.47
"1068","01/31/2022","",NA,-12.6
"1069","01/28/2022","",NA,-5.62
"1070","01/27/2022","",NA,-5.73
"1071","01/27/2022","",NA,-5.25
"1072","01/27/2022","",NA,-6.48
"1073","01/27/2022","",NA,-33.53
"1074","01/27/2022","",70,NA
"1075","01/25/2022","",NA,-7.52
"1076","01/24/2022","",NA,-5.26
"1077","01/24/2022","",NA,-90.76
"1078","01/24/2022","",NA,-43.37
"1079","01/21/2022","",NA,-60
"1080","01/20/2022","",NA,-30
"1081","01/20/2022","",NA,-9
"1082","01/20/2022","",NA,-7.58
"1083","01/20/2022","",NA,-49.73
"1084","01/19/2022","",NA,-49.54
"1085","01/19/2022","",235.9,NA
"1086","01/18/2022","",NA,-6.32
"1087","01/18/2022","",NA,-6.23
"1088","01/18/2022","",NA,-18.98
"1089","01/18/2022","",NA,-8.91
"1090","01/18/2022","",NA,-34.76
"1091","01/18/2022","",72,NA
"1092","01/14/2022","",NA,-9.48
"1093","01/13/2022","",NA,-6.32
"1094","01/12/2022","",NA,-15.77
"1095","01/11/2022","",NA,-61.44
"1096","01/10/2022","",NA,-11.58
"1097","01/10/2022","",NA,-22.48
"1098","01/10/2022","",NA,-21.42
"1099","01/10/2022","",NA,-37.45
"1100","01/10/2022","",NA,-7.12
"1101","01/07/2022","",NA,-329.97
"1102","01/07/2022","",NA,-9.4
"1103","01/05/2022","",NA,-1.05
"1104","01/05/2022","",NA,-7.12
"1105","01/05/2022","",NA,-44.34
"1106","01/05/2022","",200,NA
"1107","01/05/2022","",421.17,NA
"1108","01/03/2022","",NA,-210.99
"1109","01/03/2022","",NA,-10.54
"1110","01/03/2022","",NA,-15.38
"1111","01/03/2022","",NA,-11.16
"1112","01/03/2022","",NA,-43.11
"1113","01/03/2022","",49.25,NA
"1114","01/03/2022","",50,NA
"1115","12/31/2021","",NA,-0.53
"1116","12/31/2021","",NA,-5.93
"1117","12/31/2021","",NA,-5.62
"1118","12/31/2021","",NA,-17.57
"1119","12/31/2021","",NA,-5.32
"1120","12/30/2021","",NA,-0.43
"1121","12/30/2021","",NA,-34.6
"1122","12/30/2021","",NA,-14.49
"1123","12/29/2021","",NA,-32.94
"1124","12/29/2021","",NA,-38.98
"1125","12/29/2021","",NA,-25.04
"1126","12/29/2021","",NA,-5.25
"1127","12/28/2021","",NA,-10
"1128","12/27/2021","",NA,-11
"1129","12/24/2021","",NA,-13.44
"1130","12/23/2021","",NA,-150
"1131","12/23/2021","",NA,-28.46
"1132","12/23/2021","",NA,-30.82
"1133","12/23/2021","",NA,-7.12
"1134","12/23/2021","",NA,-30.6
"1135","12/22/2021","",NA,-50
"1136","12/22/2021","",NA,-19.53
"1137","12/22/2021","",NA,-37.91
"1138","12/22/2021","",NA,-21.91
"1139","12/22/2021","",NA,-7.12
"1140","12/22/2021","",314.3,NA
"1141","12/22/2021","",453.41,NA
"1142","12/21/2021","",NA,-40.07
"1143","12/21/2021","",NA,-67.5
"1144","12/21/2021","",NA,-33.2
"1145","12/21/2021","",200,NA
"1146","12/20/2021","",NA,-6.32
"1147","12/20/2021","",NA,-3
"1148","12/20/2021","",NA,-22.5
"1149","12/20/2021","",NA,-9.58
"1150","12/20/2021","",NA,-7.09
"1151","12/20/2021","",NA,-43.84
"1152","12/17/2021","",NA,-27.41
"1153","12/17/2021","",NA,-1.5
"1154","12/17/2021","",NA,-25.04
"1155","12/16/2021","",NA,-17.18
"1156","12/16/2021","",NA,-54.99
"1157","12/16/2021","",NA,-13.8
"1158","12/16/2021","",NA,-1
"1159","12/15/2021","",NA,-4.73
"1160","12/15/2021","",NA,-5.25
"1161","12/14/2021","",NA,-44.79
"1162","12/13/2021","",NA,-35
"1163","12/13/2021","",NA,-15.77
"1164","12/10/2021","",NA,-1.87
"1165","12/09/2021","",NA,-2.94
"1166","12/09/2021","",NA,-34.11
"1167","12/08/2021","",NA,-11.58
"1168","12/08/2021","",NA,-13.48
"1169","12/08/2021","",NA,-23.54
"1170","12/08/2021","",344.18,NA
"1171","12/06/2021","",NA,-36.8
